Frequency,Amplitude
29688.0644,0.9767
29699.7803,0.9703
29711.4962,0.9638
29723.2121,0.9573
29734.9280,0.9509
29746.6439,0.9444
29758.3598,0.9380
29770.0757,0.9316
29781.7916,0.9252
29793.5074,0.9188
29805.2233,0.9124
29816.9392,0.9061
29828.6551,0.8997
29840.3710,0.8934
29852.0869,0.8871
29863.8028,0.8807
29875.5187,0.8744
29887.2346,0.8682
29898.9505,0.8619
29910.6663,0.8556
29922.3822,0.8494
29934.0981,0.8431
29945.8140,0.8369
29957.5299,0.8307
29969.2458,0.8245
29980.9617,0.8183
29992.6776,0.8121
30004.3935,0.8059
30016.1093,0.7998
30027.8252,0.7936
30039.5411,0.7875
30051.2570,0.7814
30062.9729,0.7752
30074.6888,0.7691
30086.4047,0.7631
30098.1206,0.7570
30109.8365,0.7509
30121.5524,0.7449
30133.2682,0.7388
30144.9841,0.7328
30156.7000,0.7268
30168.4159,0.7207
30180.1318,0.7148
30191.8477,0.7088
30203.5636,0.7028
30215.2795,0.6968
30226.9954,0.6909
30238.7113,0.6849
30250.4271,0.6790
30262.1430,0.6731
30273.8589,0.6672
30285.5748,0.6613
30297.2907,0.6554
30309.0066,0.6495
30320.7225,0.6436
30332.4384,0.6378
30344.1543,0.6319
30355.8701,0.6261
30367.5860,0.6203
30379.3019,0.6145
30391.0178,0.6087
30402.7337,0.6029
30414.4496,0.5971
30426.1655,0.5913
30437.8814,0.5855
30449.5973,0.5798
30461.3132,0.5741
30473.0290,0.5683
30484.7449,0.5626
30496.4608,0.5569
30508.1767,0.5512
30519.8926,0.5455
30531.6085,0.5398
30543.3244,0.5342
30555.0403,0.5285
30566.7562,0.5229
30578.4721,0.5172
30590.1879,0.5116
30601.9038,0.5060
30613.6197,0.5004
30625.3356,0.4948
30637.0515,0.4892
30648.7674,0.4836
30660.4833,0.4780
30672.1992,0.4725
30683.9151,0.4669
30695.6309,0.4614
30707.3468,0.4559
30719.0627,0.4503
30730.7786,0.4448
30742.4945,0.4393
30754.2104,0.4339
30765.9263,0.4284
30777.6422,0.4229
30789.3581,0.4174
30801.0740,0.4120
30812.7898,0.4065
30824.5057,0.4011
30836.2216,0.3957
30847.9375,0.3903
30859.6534,0.3849
30871.3693,0.3795
30883.0852,0.3741
30894.8011,0.3687
30906.5170,0.3633
30918.2329,0.3580
30929.9487,0.3526
30941.6646,0.3473
30953.3805,0.3420
30965.0964,0.3366
30976.8123,0.3313
30988.5282,0.3260
31000.2441,0.3207
31011.9600,0.3155
31023.6759,0.3102
31035.3918,0.3049
31047.1076,0.2997
31058.8235,0.2944
31070.5394,0.2892
31082.2553,0.2839
31093.9712,0.2787
31105.6871,0.2735
31117.4030,0.2683
31129.1189,0.2631
31140.8348,0.2579
31152.5506,0.2527
31164.2665,0.2476
31175.9824,0.2424
31187.6983,0.2373
31199.4142,0.2321
31211.1301,0.2270
31222.8460,0.2219
31234.5619,0.2167
31246.2778,0.2116
31257.9937,0.2065
31269.7095,0.2014
31281.4254,0.1964
31293.1413,0.1913
31304.8572,0.1862
31316.5731,0.1812
31328.2890,0.1761
31340.0049,0.1711
31351.7208,0.1660
31363.4367,0.1610
31375.1526,0.1560
31386.8684,0.1510
31398.5843,0.1460
31410.3002,0.1410
31422.0161,0.1360
31433.7320,0.1311
31445.4479,0.1261
31457.1638,0.1211
31468.8797,0.1162
31480.5956,0.1113
31492.3114,0.1063
31504.0273,0.1014
31515.7432,0.0965
31527.4591,0.0916
31539.1750,0.0867
31550.8909,0.0818
31562.6068,0.0769
31574.3227,0.0720
31586.0386,0.0672
31597.7545,0.0623
31609.4703,0.0574
31621.1862,0.0526
31632.9021,0.0478
31644.6180,0.0429
31656.3339,0.0381
31668.0498,0.0333
31679.7657,0.0285
31691.4816,0.0237
31703.1975,0.0189
31714.9134,0.0141
31726.6292,0.0094
31738.3451,0.0046
31750.0610,-0.0002
31761.7769,-0.0049
31773.4928,-0.0097
31785.2087,-0.0144
31796.9246,-0.0191
31808.6405,-0.0238
31820.3564,-0.0286
31832.0722,-0.0333
31843.7881,-0.0380
31855.5040,-0.0426
31867.2199,-0.0473
31878.9358,-0.0520
31890.6517,-0.0567
31902.3676,-0.0613
31914.0835,-0.0660
31925.7994,-0.0706
31937.5153,-0.0753
31949.2311,-0.0799
31960.9470,-0.0845
31972.6629,-0.0891
31984.3788,-0.0937
31996.0947,-0.0983
32007.8106,-0.1029
32019.5265,-0.1075
32031.2424,-0.1121
32042.9583,-0.1167
32054.6742,-0.1212
32066.3900,-0.1258
32078.1059,-0.1303
32089.8218,-0.1349
32101.5377,-0.1394
32113.2536,-0.1439
32124.9695,-0.1485
32136.6854,-0.1530
32148.4013,-0.1575
32160.1172,-0.1620
32171.8330,-0.1665
32183.5489,-0.1709
32195.2648,-0.1754
32206.9807,-0.1799
32218.6966,-0.1844
32230.4125,-0.1888
32242.1284,-0.1933
32253.8443,-0.1977
32265.5602,-0.2021
32277.2761,-0.2066
32288.9919,-0.2110
32300.7078,-0.2154
32312.4237,-0.2198
32324.1396,-0.2242
32335.8555,-0.2286
32347.5714,-0.2330
32359.2873,-0.2374
32371.0032,-0.2418
32382.7191,-0.2461
32394.4350,-0.2505
32406.1508,-0.2548
32417.8667,-0.2592
32429.5826,-0.2635
32441.2985,-0.2679
32453.0144,-0.2722
32464.7303,-0.2765
32476.4462,-0.2808
32488.1621,-0.2851
32499.8780,-0.2894
32511.5938,-0.2937
32523.3097,-0.2980
32535.0256,-0.3023
32546.7415,-0.3065
32558.4574,-0.3108
32570.1733,-0.3151
32581.8892,-0.3193
32593.6051,-0.3236
32605.3210,-0.3278
32617.0369,-0.3320
32628.7527,-0.3363
32640.4686,-0.3405
32652.1845,-0.3447
32663.9004,-0.3489
32675.6163,-0.3531
32687.3322,-0.3573
32699.0481,-0.3615
32710.7640,-0.3657
32722.4799,-0.3699
32734.1958,-0.3740
32745.9116,-0.3782
32757.6275,-0.3823
32769.3434,-0.3865
32781.0593,-0.3906
32792.7752,-0.3948
32804.4911,-0.3989
32816.2070,-0.4030
32827.9229,-0.4072
32839.6388,-0.4113
32851.3546,-0.4154
32863.0705,-0.4195
32874.7864,-0.4236
32886.5023,-0.4276
32898.2182,-0.4317
32909.9341,-0.4358
32921.6500,-0.4399
32933.3659,-0.4439
32945.0818,-0.4480
32956.7977,-0.4520
32968.5135,-0.4561
32980.2294,-0.4601
32991.9453,-0.4642
33003.6612,-0.4682
33015.3771,-0.4722
33027.0930,-0.4762
33038.8089,-0.4802
33050.5248,-0.4842
33062.2407,-0.4882
33073.9566,-0.4922
33085.6724,-0.4962
33097.3883,-0.5002
33109.1042,-0.5041
33120.8201,-0.5081
33132.5360,-0.5121
33144.2519,-0.5160
33155.9678,-0.5200
33167.6837,-0.5239
33179.3996,-0.5278
33191.1155,-0.5318
33202.8313,-0.5357
33214.5472,-0.5396
33226.2631,-0.5435
33237.9790,-0.5474
33249.6949,-0.5513
33261.4108,-0.5552
33273.1267,-0.5591
33284.8426,-0.5630
33296.5585,-0.5669
33308.2743,-0.5707
33319.9902,-0.5746
33331.7061,-0.5785
33343.4220,-0.5823
33355.1379,-0.5862
33366.8538,-0.5900
33378.5697,-0.5939
33390.2856,-0.5977
33402.0015,-0.6015
33413.7174,-0.6053
33425.4332,-0.6091
33437.1491,-0.6130
33448.8650,-0.6168
33460.5809,-0.6206
33472.2968,-0.6243
33484.0127,-0.6281
33495.7286,-0.6319
33507.4445,-0.6357
33519.1604,-0.6395
33530.8763,-0.6432
33542.5921,-0.6470
33554.3080,-0.6507
33566.0239,-0.6545
33577.7398,-0.6582
33589.4557,-0.6619
33601.1716,-0.6657
33612.8875,-0.6694
33624.6034,-0.6731
33636.3193,-0.6768
33648.0351,-0.6805
33659.7510,-0.6843
33671.4669,-0.6879
33683.1828,-0.6916
33694.8987,-0.6953
33706.6146,-0.6990
33718.3305,-0.7027
33730.0464,-0.7063
33741.7623,-0.7100
33753.4782,-0.7137
33765.1940,-0.7173
33776.9099,-0.7210
33788.6258,-0.7246
33800.3417,-0.7283
33812.0576,-0.7319
33823.7735,-0.7355
33835.4894,-0.7391
33847.2053,-0.7428
33858.9212,-0.7464
33870.6371,-0.7500
33882.3529,-0.7536
33894.0688,-0.7572
33905.7847,-0.7608
33917.5006,-0.7643
33929.2165,-0.7679
33940.9324,-0.7715
33952.6483,-0.7751
33964.3642,-0.7786
33976.0801,-0.7822
33987.7959,-0.7857
33999.5118,-0.7893
34011.2277,-0.7928
34022.9436,-0.7964
34034.6595,-0.7999
34046.3754,-0.8034
34058.0913,-0.8069
34069.8072,-0.8105
34081.5231,-0.8140
34093.2390,-0.8175
34104.9548,-0.8210
34116.6707,-0.8245
34128.3866,-0.8280
34140.1025,-0.8315
34151.8184,-0.8349
34163.5343,-0.8384
34175.2502,-0.8419
34186.9661,-0.8454
34198.6820,-0.8488
34210.3979,-0.8523
34222.1137,-0.8557
34233.8296,-0.8592
34245.5455,-0.8626
34257.2614,-0.8660
34268.9773,-0.8695
34280.6932,-0.8729
34292.4091,-0.8763
34304.1250,-0.8797
34315.8409,-0.8831
34327.5567,-0.8866
34339.2726,-0.8900
34350.9885,-0.8933
34362.7044,-0.8967
34374.4203,-0.9001
34386.1362,-0.9035
34397.8521,-0.9069
34409.5680,-0.9103
34421.2839,-0.9136
34432.9998,-0.9170
34444.7156,-0.9203
34456.4315,-0.9237
34468.1474,-0.9270
34479.8633,-0.9304
34491.5792,-0.9337
34503.2951,-0.9371
34515.0110,-0.9404
34526.7269,-0.9437
34538.4428,-0.9470
34550.1587,-0.9503
34561.8745,-0.9536
34573.5904,-0.9569
34585.3063,-0.9602
34597.0222,-0.9635
34608.7381,-0.9668
34620.4540,-0.9701
34632.1699,-0.9734
34643.8858,-0.9767
34655.6017,-0.9799
34667.3175,-0.9832
34679.0334,-0.9865
34690.7493,-0.9897
34702.4652,-0.9930
34714.1811,-0.9962
34725.8970,-0.9995
34737.6129,-1.0027
34749.3288,-1.0059
34761.0447,-1.0092
34772.7606,-1.0124
34784.4764,-1.0156
34796.1923,-1.0188
34807.9082,-1.0220
34819.6241,-1.0252
34831.3400,-1.0284
34843.0559,-1.0316
34854.7718,-1.0348
34866.4877,-1.0380
34878.2036,-1.0412
34889.9195,-1.0444
34901.6353,-1.0475
34913.3512,-1.0507
34925.0671,-1.0539
34936.7830,-1.0570
34948.4989,-1.0602
34960.2148,-1.0633
34971.9307,-1.0665
34983.6466,-1.0696
34995.3625,-1.0728
35007.0784,-1.0759
35018.7942,-1.0790
35030.5101,-1.0821
35042.2260,-1.0853
35053.9419,-1.0884
35065.6578,-1.0915
35077.3737,-1.0946
35089.0896,-1.0977
35100.8055,-1.1008
35112.5214,-1.1039
35124.2372,-1.1070
35135.9531,-1.1100
35147.6690,-1.1131
35159.3849,-1.1162
35171.1008,-1.1193
35182.8167,-1.1223
35194.5326,-1.1254
35206.2485,-1.1284
35217.9644,-1.1315
35229.6803,-1.1345
35241.3961,-1.1376
35253.1120,-1.1406
35264.8279,-1.1437
35276.5438,-1.1467
35288.2597,-1.1497
35299.9756,-1.1527
35311.6915,-1.1558
35323.4074,-1.1588
35335.1233,-1.1618
35346.8392,-1.1648
35358.5550,-1.1678
35370.2709,-1.1708
35381.9868,-1.1738
35393.7027,-1.1767
35405.4186,-1.1797
35417.1345,-1.1827
35428.8504,-1.1857
35440.5663,-1.1886
35452.2822,-1.1916
35463.9980,-1.1946
35475.7139,-1.1975
35487.4298,-1.2005
35499.1457,-1.2034
35510.8616,-1.2064
35522.5775,-1.2093
35534.2934,-1.2123
35546.0093,-1.2152
35557.7252,-1.2181
35569.4411,-1.2210
35581.1569,-1.2239
35592.8728,-1.2269
35604.5887,-1.2298
35616.3046,-1.2327
35628.0205,-1.2356
35639.7364,-1.2385
35651.4523,-1.2414
35663.1682,-1.2443
35674.8841,-1.2471
35686.6000,-1.2500
35698.3158,-1.2529
35710.0317,-1.2558
35721.7476,-1.2586
35733.4635,-1.2615
35745.1794,-1.2644
35756.8953,-1.2672
35768.6112,-1.2701
35780.3271,-1.2729
35792.0430,-1.2758
35803.7588,-1.2786
35815.4747,-1.2814
35827.1906,-1.2843
35838.9065,-1.2871
35850.6224,-1.2899
35862.3383,-1.2927
35874.0542,-1.2956
35885.7701,-1.2984
35897.4860,-1.3012
35909.2019,-1.3040
35920.9177,-1.3068
35932.6336,-1.3096
35944.3495,-1.3124
35956.0654,-1.3151
35967.7813,-1.3179
35979.4972,-1.3207
35991.2131,-1.3235
36002.9290,-1.3263
36014.6449,-1.3290
36026.3608,-1.3318
36038.0766,-1.3345
36049.7925,-1.3373
36061.5084,-1.3400
36073.2243,-1.3428
36084.9402,-1.3455
36096.6561,-1.3483
36108.3720,-1.3510
36120.0879,-1.3537
36131.8038,-1.3565
36143.5196,-1.3592
36155.2355,-1.3619
36166.9514,-1.3646
36178.6673,-1.3673
36190.3832,-1.3700
36202.0991,-1.3727
36213.8150,-1.3754
36225.5309,-1.3781
36237.2468,-1.3808
36248.9627,-1.3835
36260.6785,-1.3862
36272.3944,-1.3889
36284.1103,-1.3916
36295.8262,-1.3942
36307.5421,-1.3969
36319.2580,-1.3996
36330.9739,-1.4022
36342.6898,-1.4049
36354.4057,-1.4075
36366.1216,-1.4102
36377.8374,-1.4128
36389.5533,-1.4155
36401.2692,-1.4181
36412.9851,-1.4207
36424.7010,-1.4234
36436.4169,-1.4260
36448.1328,-1.4286
36459.8487,-1.4312
36471.5646,-1.4339
36483.2804,-1.4365
36494.9963,-1.4391
36506.7122,-1.4417
36518.4281,-1.4443
36530.1440,-1.4469
36541.8599,-1.4495
36553.5758,-1.4520
36565.2917,-1.4546
36577.0076,-1.4572
36588.7235,-1.4598
36600.4393,-1.4624
36612.1552,-1.4649
36623.8711,-1.4675
36635.5870,-1.4701
36647.3029,-1.4726
36659.0188,-1.4752
36670.7347,-1.4777
36682.4506,-1.4803
36694.1665,-1.4828
36705.8824,-1.4854
36717.5982,-1.4879
36729.3141,-1.4904
36741.0300,-1.4929
36752.7459,-1.4955
36764.4618,-1.4980
36776.1777,-1.5005
36787.8936,-1.5030
36799.6095,-1.5055
36811.3254,-1.5080
36823.0412,-1.5105
36834.7571,-1.5130
36846.4730,-1.5155
36858.1889,-1.5180
36869.9048,-1.5205
36881.6207,-1.5230
36893.3366,-1.5255
36905.0525,-1.5280
36916.7684,-1.5304
36928.4843,-1.5329
36940.2001,-1.5354
36951.9160,-1.5378
36963.6319,-1.5403
36975.3478,-1.5428
36987.0637,-1.5452
36998.7796,-1.5477
37010.4955,-1.5501
37022.2114,-1.5525
37033.9273,-1.5550
37045.6432,-1.5574
37057.3590,-1.5598
37069.0749,-1.5623
37080.7908,-1.5647
37092.5067,-1.5671
37104.2226,-1.5695
37115.9385,-1.5719
37127.6544,-1.5743
37139.3703,-1.5768
37151.0862,-1.5792
37162.8021,-1.5816
37174.5179,-1.5840
37186.2338,-1.5863
37197.9497,-1.5887
37209.6656,-1.5911
37221.3815,-1.5935
37233.0974,-1.5959
37244.8133,-1.5982
37256.5292,-1.6006
37268.2451,-1.6030
37279.9609,-1.6053
37291.6768,-1.6077
37303.3927,-1.6101
37315.1086,-1.6124
37326.8245,-1.6148
37338.5404,-1.6171
37350.2563,-1.6194
37361.9722,-1.6218
37373.6881,-1.6241
37385.4040,-1.6265
37397.1198,-1.6288
37408.8357,-1.6311
37420.5516,-1.6334
37432.2675,-1.6357
37443.9834,-1.6381
37455.6993,-1.6404
37467.4152,-1.6427
37479.1311,-1.6450
37490.8470,-1.6473
37502.5629,-1.6496
37514.2787,-1.6519
37525.9946,-1.6542
37537.7105,-1.6564
37549.4264,-1.6587
37561.1423,-1.6610
37572.8582,-1.6633
37584.5741,-1.6656
37596.2900,-1.6678
37608.0059,-1.6701
37619.7217,-1.6724
37631.4376,-1.6746
37643.1535,-1.6769
37654.8694,-1.6791
37666.5853,-1.6814
37678.3012,-1.6836
37690.0171,-1.6859
37701.7330,-1.6881
37713.4489,-1.6903
37725.1648,-1.6926
37736.8806,-1.6948
37748.5965,-1.6970
37760.3124,-1.6993
37772.0283,-1.7015
37783.7442,-1.7037
37795.4601,-1.7059
37807.1760,-1.7081
37818.8919,-1.7103
37830.6078,-1.7125
37842.3237,-1.7147
37854.0395,-1.7169
37865.7554,-1.7191
37877.4713,-1.7213
37889.1872,-1.7235
37900.9031,-1.7257
37912.6190,-1.7278
37924.3349,-1.7300
37936.0508,-1.7322
37947.7667,-1.7344
37959.4825,-1.7365
37971.1984,-1.7387
37982.9143,-1.7409
37994.6302,-1.7430
38006.3461,-1.7452
38018.0620,-1.7473
38029.7779,-1.7495
38041.4938,-1.7516
38053.2097,-1.7537
38064.9256,-1.7559
38076.6414,-1.7580
38088.3573,-1.7601
38100.0732,-1.7623
38111.7891,-1.7644
38123.5050,-1.7665
38135.2209,-1.7686
38146.9368,-1.7707
38158.6527,-1.7729
38170.3686,-1.7750
38182.0845,-1.7771
38193.8003,-1.7792
38205.5162,-1.7813
38217.2321,-1.7834
38228.9480,-1.7854
38240.6639,-1.7875
38252.3798,-1.7896
38264.0957,-1.7917
38275.8116,-1.7938
38287.5275,-1.7959
38299.2433,-1.7979
38310.9592,-1.8000
38322.6751,-1.8021
38334.3910,-1.8041
38346.1069,-1.8062
38357.8228,-1.8082
38369.5387,-1.8103
38381.2546,-1.8123
38392.9705,-1.8144
38404.6864,-1.8164
38416.4022,-1.8185
38428.1181,-1.8205
38439.8340,-1.8225
38451.5499,-1.8246
38463.2658,-1.8266
38474.9817,-1.8286
38486.6976,-1.8306
38498.4135,-1.8327
38510.1294,-1.8347
38521.8453,-1.8367
38533.5611,-1.8387
38545.2770,-1.8407
38556.9929,-1.8427
38568.7088,-1.8447
38580.4247,-1.8467
38592.1406,-1.8487
38603.8565,-1.8507
38615.5724,-1.8527
38627.2883,-1.8547
38639.0041,-1.8566
38650.7200,-1.8586
38662.4359,-1.8606
38674.1518,-1.8626
38685.8677,-1.8645
38697.5836,-1.8665
38709.2995,-1.8685
38721.0154,-1.8704
38732.7313,-1.8724
38744.4472,-1.8743
38756.1630,-1.8763
38767.8789,-1.8782
38779.5948,-1.8802
38791.3107,-1.8821
38803.0266,-1.8840
38814.7425,-1.8860
38826.4584,-1.8879
38838.1743,-1.8898
38849.8902,-1.8918
38861.6061,-1.8937
38873.3219,-1.8956
38885.0378,-1.8975
38896.7537,-1.8994
38908.4696,-1.9013
38920.1855,-1.9032
38931.9014,-1.9051
38943.6173,-1.9070
38955.3332,-1.9089
38967.0491,-1.9108
38978.7649,-1.9127
38990.4808,-1.9146
39002.1967,-1.9165
39013.9126,-1.9184
39025.6285,-1.9203
39037.3444,-1.9221
39049.0603,-1.9240
39060.7762,-1.9259
39072.4921,-1.9278
39084.2080,-1.9296
39095.9238,-1.9315
39107.6397,-1.9333
39119.3556,-1.9352
39131.0715,-1.9370
39142.7874,-1.9389
39154.5033,-1.9407
39166.2192,-1.9426
39177.9351,-1.9444
39189.6510,-1.9463
39201.3669,-1.9481
39213.0827,-1.9499
39224.7986,-1.9518
39236.5145,-1.9536
39248.2304,-1.9554
39259.9463,-1.9572
39271.6622,-1.9590
39283.3781,-1.9609
39295.0940,-1.9627
39306.8099,-1.9645
39318.5258,-1.9663
39330.2416,-1.9681
39341.9575,-1.9699
39353.6734,-1.9717
39365.3893,-1.9735
39377.1052,-1.9752
39388.8211,-1.9770
39400.5370,-1.9788
39412.2529,-1.9806
39423.9688,-1.9824
39435.6846,-1.9842
39447.4005,-1.9859
39459.1164,-1.9877
39470.8323,-1.9895
39482.5482,-1.9912
39494.2641,-1.9930
39505.9800,-1.9947
39517.6959,-1.9965
39529.4118,-1.9982
39541.1277,-2.0000
39552.8435,-2.0017
39564.5594,-2.0035
39576.2753,-2.0052
39587.9912,-2.0070
39599.7071,-2.0087
39611.4230,-2.0104
39623.1389,-2.0122
39634.8548,-2.0139
39646.5707,-2.0156
39658.2866,-2.0173
39670.0024,-2.0191
39681.7183,-2.0208
39693.4342,-2.0225
39705.1501,-2.0242
39716.8660,-2.0259
39728.5819,-2.0276
39740.2978,-2.0293
39752.0137,-2.0310
39763.7296,-2.0327
39775.4454,-2.0344
39787.1613,-2.0361
39798.8772,-2.0377
39810.5931,-2.0394
39822.3090,-2.0411
39834.0249,-2.0428
39845.7408,-2.0445
39857.4567,-2.0461
39869.1726,-2.0478
39880.8885,-2.0495
39892.6043,-2.0511
39904.3202,-2.0528
39916.0361,-2.0544
39927.7520,-2.0561
39939.4679,-2.0577
39951.1838,-2.0594
39962.8997,-2.0610
39974.6156,-2.0627
39986.3315,-2.0643
39998.0474,-2.0660
40009.7632,-2.0676
40021.4791,-2.0692
40033.1950,-2.0709
40044.9109,-2.0725
40056.6268,-2.0741
40068.3427,-2.0757
40080.0586,-2.0773
40091.7745,-2.0790
40103.4904,-2.0806
40115.2062,-2.0822
40126.9221,-2.0838
40138.6380,-2.0854
40150.3539,-2.0870
40162.0698,-2.0886
40173.7857,-2.0902
40185.5016,-2.0918
40197.2175,-2.0934
40208.9334,-2.0950
40220.6493,-2.0965
40232.3651,-2.0981
40244.0810,-2.0997
40255.7969,-2.1013
40267.5128,-2.1028
40279.2287,-2.1044
40290.9446,-2.1060
40302.6605,-2.1075
40314.3764,-2.1091
40326.0923,-2.1107
40337.8082,-2.1122
40349.5240,-2.1138
40361.2399,-2.1153
40372.9558,-2.1169
40384.6717,-2.1184
40396.3876,-2.1200
40408.1035,-2.1215
40419.8194,-2.1230
40431.5353,-2.1246
40443.2512,-2.1261
40454.9670,-2.1276
40466.6829,-2.1292
40478.3988,-2.1307
40490.1147,-2.1322
40501.8306,-2.1337
40513.5465,-2.1352
40525.2624,-2.1367
40536.9783,-2.1383
40548.6942,-2.1398
40560.4101,-2.1413
40572.1259,-2.1428
40583.8418,-2.1443
40595.5577,-2.1458
40607.2736,-2.1473
40618.9895,-2.1487
40630.7054,-2.1502
40642.4213,-2.1517
40654.1372,-2.1532
40665.8531,-2.1547
40677.5690,-2.1561
40689.2848,-2.1576
40701.0007,-2.1591
40712.7166,-2.1606
40724.4325,-2.1620
40736.1484,-2.1635
40747.8643,-2.1650
40759.5802,-2.1664
40771.2961,-2.1679
40783.0120,-2.1693
40794.7278,-2.1708
40806.4437,-2.1722
40818.1596,-2.1737
40829.8755,-2.1751
40841.5914,-2.1765
40853.3073,-2.1780
40865.0232,-2.1794
40876.7391,-2.1808
40888.4550,-2.1823
40900.1709,-2.1837
40911.8867,-2.1851
40923.6026,-2.1865
40935.3185,-2.1880
40947.0344,-2.1894
40958.7503,-2.1908
40970.4662,-2.1922
40982.1821,-2.1936
40993.8980,-2.1950
41005.6139,-2.1964
41017.3298,-2.1978
41029.0456,-2.1992
41040.7615,-2.2006
41052.4774,-2.2020
41064.1933,-2.2034
41075.9092,-2.2048
41087.6251,-2.2061
41099.3410,-2.2075
41111.0569,-2.2089
41122.7728,-2.2103
41134.4887,-2.2117
41146.2045,-2.2130
41157.9204,-2.2144
41169.6363,-2.2158
41181.3522,-2.2171
41193.0681,-2.2185
41204.7840,-2.2198
41216.4999,-2.2212
41228.2158,-2.2225
41239.9317,-2.2239
41251.6475,-2.2252
41263.3634,-2.2266
41275.0793,-2.2279
41286.7952,-2.2293
41298.5111,-2.2306
41310.2270,-2.2319
41321.9429,-2.2333
41333.6588,-2.2346
41345.3747,-2.2359
41357.0906,-2.2372
41368.8064,-2.2386
41380.5223,-2.2399
41392.2382,-2.2412
41403.9541,-2.2425
41415.6700,-2.2438
41427.3859,-2.2451
41439.1018,-2.2464
41450.8177,-2.2477
41462.5336,-2.2490
41474.2495,-2.2503
41485.9653,-2.2516
41497.6812,-2.2529
41509.3971,-2.2542
41521.1130,-2.2555
41532.8289,-2.2568
41544.5448,-2.2580
41556.2607,-2.2593
41567.9766,-2.2606
41579.6925,-2.2619
41591.4083,-2.2631
41603.1242,-2.2644
41614.8401,-2.2657
41626.5560,-2.2669
41638.2719,-2.2682
41649.9878,-2.2695
41661.7037,-2.2707
41673.4196,-2.2720
41685.1355,-2.2732
41696.8514,-2.2745
41708.5672,-2.2757
41720.2831,-2.2770
41731.9990,-2.2782
41743.7149,-2.2794
41755.4308,-2.2807
41767.1467,-2.2819
41778.8626,-2.2831
41790.5785,-2.2844
41802.2944,-2.2856
41814.0103,-2.2868
41825.7261,-2.2880
41837.4420,-2.2892
41849.1579,-2.2905
41860.8738,-2.2917
41872.5897,-2.2929
41884.3056,-2.2941
41896.0215,-2.2953
41907.7374,-2.2965
41919.4533,-2.2977
41931.1691,-2.2989
41942.8850,-2.3001
41954.6009,-2.3013
41966.3168,-2.3025
41978.0327,-2.3037
41989.7486,-2.3048
42001.4645,-2.3060
42013.1804,-2.3072
42024.8963,-2.3084
42036.6122,-2.3095
42048.3280,-2.3107
42060.0439,-2.3119
42071.7598,-2.3131
42083.4757,-2.3142
42095.1916,-2.3154
42106.9075,-2.3165
42118.6234,-2.3177
42130.3393,-2.3189
42142.0552,-2.3200
42153.7711,-2.3212
42165.4869,-2.3223
42177.2028,-2.3234
42188.9187,-2.3246
42200.6346,-2.3257
42212.3505,-2.3269
42224.0664,-2.3280
42235.7823,-2.3291
42247.4982,-2.3303
42259.2141,-2.3314
42270.9299,-2.3325
42282.6458,-2.3336
42294.3617,-2.3347
42306.0776,-2.3359
42317.7935,-2.3370
42329.5094,-2.3381
42341.2253,-2.3392
42352.9412,-2.3403
42364.6571,-2.3414
42376.3730,-2.3425
42388.0888,-2.3436
42399.8047,-2.3447
42411.5206,-2.3458
42423.2365,-2.3469
42434.9524,-2.3480
42446.6683,-2.3491
42458.3842,-2.3501
42470.1001,-2.3512
42481.8160,-2.3523
42493.5319,-2.3534
42505.2477,-2.3545
42516.9636,-2.3555
42528.6795,-2.3566
42540.3954,-2.3577
42552.1113,-2.3587
42563.8272,-2.3598
42575.5431,-2.3608
42587.2590,-2.3619
42598.9749,-2.3630
42610.6907,-2.3640
42622.4066,-2.3651
42634.1225,-2.3661
42645.8384,-2.3672
42657.5543,-2.3682
42669.2702,-2.3692
42680.9861,-2.3703
42692.7020,-2.3713
42704.4179,-2.3723
42716.1338,-2.3734
42727.8496,-2.3744
42739.5655,-2.3754
42751.2814,-2.3764
42762.9973,-2.3775
42774.7132,-2.3785
42786.4291,-2.3795
42798.1450,-2.3805
42809.8609,-2.3815
42821.5768,-2.3825
42833.2927,-2.3835
42845.0085,-2.3845
42856.7244,-2.3855
42868.4403,-2.3865
42880.1562,-2.3875
42891.8721,-2.3885
42903.5880,-2.3895
42915.3039,-2.3905
42927.0198,-2.3915
42938.7357,-2.3925
42950.4515,-2.3935
42962.1674,-2.3944
42973.8833,-2.3954
42985.5992,-2.3964
42997.3151,-2.3974
43009.0310,-2.3983
43020.7469,-2.3993
43032.4628,-2.4003
43044.1787,-2.4012
43055.8946,-2.4022
43067.6104,-2.4031
43079.3263,-2.4041
43091.0422,-2.4050
43102.7581,-2.4060
43114.4740,-2.4069
43126.1899,-2.4079
43137.9058,-2.4088
43149.6217,-2.4098
43161.3376,-2.4107
43173.0535,-2.4116
43184.7693,-2.4126
43196.4852,-2.4135
43208.2011,-2.4144
43219.9170,-2.4154
43231.6329,-2.4163
43243.3488,-2.4172
43255.0647,-2.4181
43266.7806,-2.4190
43278.4965,-2.4199
43290.2124,-2.4209
43301.9282,-2.4218
43313.6441,-2.4227
43325.3600,-2.4236
43337.0759,-2.4245
43348.7918,-2.4254
43360.5077,-2.4263
43372.2236,-2.4272
43383.9395,-2.4281
43395.6554,-2.4290
43407.3712,-2.4298
43419.0871,-2.4307
43430.8030,-2.4316
43442.5189,-2.4325
43454.2348,-2.4334
43465.9507,-2.4342
43477.6666,-2.4351
43489.3825,-2.4360
43501.0984,-2.4369
