Frequency,Amplitude
14797.1687,4.2316
14808.8845,4.2438
14820.6004,4.2561
14832.3163,4.2685
14844.0322,4.2807
14855.7481,4.2932
14867.4640,4.3054
14879.1799,4.3176
14890.8958,4.3298
14902.6117,4.3421
14914.3276,4.3543
14926.0434,4.3664
14937.7593,4.3788
14949.4752,4.3908
14961.1911,4.4030
14972.9070,4.4151
14984.6229,4.4272
14996.3388,4.4393
15008.0547,4.4515
15019.7706,4.4637
15031.4865,4.4756
15043.2023,4.4877
15054.9182,4.4998
15066.6341,4.5117
15078.3500,4.5238
15090.0659,4.5357
15101.7818,4.5478
15113.4977,4.5597
15125.2136,4.5716
15136.9295,4.5835
15148.6454,4.5955
15160.3612,4.6073
15172.0771,4.6192
15183.7930,4.6312
15195.5089,4.6429
15207.2248,4.6548
15218.9407,4.6664
15230.6566,4.6781
15242.3725,4.6902
15254.0884,4.7018
15265.8042,4.7137
15277.5201,4.7253
15289.2360,4.7370
15300.9519,4.7489
15312.6678,4.7605
15324.3837,4.7721
15336.0996,4.7837
15347.8155,4.7953
15359.5314,4.8071
15371.2473,4.8187
15382.9631,4.8302
15394.6790,4.8418
15406.3949,4.8533
15418.1108,4.8649
15429.8267,4.8762
15441.5426,4.8879
15453.2585,4.8993
15464.9744,4.9108
15476.6903,4.9222
15488.4062,4.9336
15500.1220,4.9450
15511.8379,4.9564
15523.5538,4.9678
15535.2697,4.9791
15546.9856,4.9904
15558.7015,5.0019
15570.4174,5.0131
15582.1333,5.0245
15593.8492,5.0358
15605.5650,5.0470
15617.2809,5.0582
15628.9968,5.0693
15640.7127,5.0806
15652.4286,5.0918
15664.1445,5.1031
15675.8604,5.1141
15687.5763,5.1253
15699.2922,5.1365
15711.0081,5.1476
15722.7239,5.1587
15734.4398,5.1697
15746.1557,5.1808
15757.8716,5.1918
15769.5875,5.2029
15781.3034,5.2141
15793.0193,5.2250
15804.7352,5.2360
15816.4511,5.2468
15828.1670,5.2580
15839.8828,5.2688
15851.5987,5.2798
15863.3146,5.2907
15875.0305,5.3016
15886.7464,5.3125
15898.4623,5.3233
15910.1782,5.3342
15921.8941,5.3450
15933.6100,5.3560
15945.3258,5.3667
15957.0417,5.3776
15968.7576,5.3885
15980.4735,5.3990
15992.1894,5.4097
16003.9053,5.4205
16015.6212,5.4312
16027.3371,5.4419
16039.0530,5.4526
16050.7689,5.4634
16062.4847,5.4739
16074.2006,5.4846
16085.9165,5.4953
16097.6324,5.5059
16109.3483,5.5166
16121.0642,5.5272
16132.7801,5.5377
16144.4960,5.5483
16156.2119,5.5587
16167.9278,5.5695
16179.6436,5.5799
16191.3595,5.5903
16203.0754,5.6009
16214.7913,5.6114
16226.5072,5.6218
16238.2231,5.6325
16249.9390,5.6428
16261.6549,5.6533
16273.3708,5.6638
16285.0866,5.6741
16296.8025,5.6846
16308.5184,5.6950
16320.2343,5.7054
16331.9502,5.7157
16343.6661,5.7261
16355.3820,5.7363
16367.0979,5.7468
16378.8138,5.7569
16390.5297,5.7673
16402.2455,5.7777
16413.9614,5.7879
16425.6773,5.7983
16437.3932,5.8085
16449.1091,5.8189
16460.8250,5.8289
16472.5409,5.8392
16484.2568,5.8494
16495.9727,5.8597
16507.6886,5.8698
16519.4044,5.8799
16531.1203,5.8902
16542.8362,5.9001
16554.5521,5.9105
16566.2680,5.9204
16577.9839,5.9307
16589.6998,5.9408
16601.4157,5.9509
16613.1316,5.9611
16624.8474,5.9712
16636.5633,5.9812
16648.2792,5.9912
16659.9951,6.0013
16671.7110,6.0112
16683.4269,6.0213
16695.1428,6.0313
16706.8587,6.0413
16718.5746,6.0514
16730.2905,6.0613
16742.0063,6.0714
16753.7222,6.0813
16765.4381,6.0912
16777.1540,6.1011
16788.8699,6.1109
16800.5858,6.1211
16812.3017,6.1310
16824.0176,6.1409
16835.7335,6.1508
16847.4494,6.1606
16859.1652,6.1704
16870.8811,6.1803
16882.5970,6.1903
16894.3129,6.2001
16906.0288,6.2099
16917.7447,6.2197
16929.4606,6.2295
16941.1765,6.2392
16952.8924,6.2492
16964.6082,6.2589
16976.3241,6.2688
16988.0400,6.2785
16999.7559,6.2884
17011.4718,6.2981
17023.1877,6.3079
17034.9036,6.3176
17046.6195,6.3272
17058.3354,6.3369
17070.0513,6.3467
17081.7671,6.3564
17093.4830,6.3662
17105.1989,6.3758
17116.9148,6.3855
17128.6307,6.3951
17140.3466,6.4048
17152.0625,6.4146
17163.7784,6.4242
17175.4943,6.4337
17187.2102,6.4434
17198.9260,6.4530
17210.6419,6.4627
17222.3578,6.4722
17234.0737,6.4818
17245.7896,6.4913
17257.5055,6.5010
17269.2214,6.5106
17280.9373,6.5201
17292.6532,6.5298
17304.3691,6.5393
17316.0849,6.5487
17327.8008,6.5583
17339.5167,6.5678
17351.2326,6.5774
17362.9485,6.5869
17374.6644,6.5964
17386.3803,6.6059
17398.0962,6.6154
17409.8121,6.6247
17421.5279,6.6345
17433.2438,6.6437
17444.9597,6.6532
17456.6756,6.6627
17468.3915,6.6722
17480.1074,6.6815
17491.8233,6.6910
17503.5392,6.7003
17515.2551,6.7098
17526.9710,6.7191
17538.6868,6.7287
17550.4027,6.7379
17562.1186,6.7475
17573.8345,6.7569
17585.5504,6.7662
17597.2663,6.7755
17608.9822,6.7849
17620.6981,6.7943
17632.4140,6.8035
17644.1299,6.8129
17655.8457,6.8222
17667.5616,6.8315
17679.2775,6.8409
17690.9934,6.8502
17702.7093,6.8596
17714.4252,6.8689
17726.1411,6.8781
17737.8570,6.8873
17749.5729,6.8966
17761.2887,6.9060
17773.0046,6.9152
17784.7205,6.9246
17796.4364,6.9338
17808.1523,6.9430
17819.8682,6.9520
17831.5841,6.9613
17843.3000,6.9707
17855.0159,6.9799
17866.7318,6.9892
17878.4476,6.9982
17890.1635,7.0075
17901.8794,7.0167
17913.5953,7.0258
17925.3112,7.0349
17937.0271,7.0441
17948.7430,7.0534
17960.4589,7.0625
17972.1748,7.0717
17983.8907,7.0808
17995.6065,7.0900
18007.3224,7.0991
18019.0383,7.1082
18030.7542,7.1174
18042.4701,7.1267
18054.1860,7.1356
18065.9019,7.1447
18077.6178,7.1538
18089.3337,7.1629
18101.0495,7.1721
18112.7654,7.1811
18124.4813,7.1901
18136.1972,7.1992
18147.9131,7.2083
18159.6290,7.2175
18171.3449,7.2264
18183.0608,7.2355
18194.7767,7.2445
18206.4926,7.2535
18218.2084,7.2626
18229.9243,7.2717
18241.6402,7.2806
18253.3561,7.2897
18265.0720,7.2986
18276.7879,7.3076
18288.5038,7.3167
18300.2197,7.3256
18311.9356,7.3346
18323.6515,7.3434
18335.3673,7.3525
18347.0832,7.3614
18358.7991,7.3705
18370.5150,7.3794
18382.2309,7.3884
18393.9468,7.3973
18405.6627,7.4062
18417.3786,7.4153
18429.0945,7.4241
18440.8103,7.4330
18452.5262,7.4419
18464.2421,7.4509
18475.9580,7.4597
18487.6739,7.4686
18499.3898,7.4775
18511.1057,7.4863
18522.8216,7.4954
18534.5375,7.5042
18546.2534,7.5130
18557.9692,7.5219
18569.6851,7.5308
18581.4010,7.5396
18593.1169,7.5485
18604.8328,7.5573
18616.5487,7.5660
18628.2646,7.5749
18639.9805,7.5837
18651.6964,7.5926
18663.4123,7.6015
18675.1281,7.6102
18686.8440,7.6190
18698.5599,7.6278
18710.2758,7.6365
18721.9917,7.6454
18733.7076,7.6541
18745.4235,7.6630
18757.1394,7.6716
18768.8553,7.6805
18780.5711,7.6892
18792.2870,7.6979
18804.0029,7.7067
18815.7188,7.7154
18827.4347,7.7240
18839.1506,7.7329
18850.8665,7.7414
18862.5824,7.7503
18874.2983,7.7590
18886.0142,7.7677
18897.7300,7.7764
18909.4459,7.7851
18921.1618,7.7937
18932.8777,7.8025
18944.5936,7.8112
18956.3095,7.8198
18968.0254,7.8286
18979.7413,7.8371
18991.4572,7.8458
19003.1731,7.8545
19014.8889,7.8631
19026.6048,7.8718
19038.3207,7.8805
19050.0366,7.8891
19061.7525,7.8976
19073.4684,7.9062
19085.1843,7.9149
19096.9002,7.9235
19108.6161,7.9321
19120.3320,7.9406
19132.0478,7.9494
19143.7637,7.9577
19155.4796,7.9665
19167.1955,7.9751
19178.9114,7.9835
19190.6273,7.9921
19202.3432,8.0007
19214.0591,8.0093
19225.7750,8.0179
19237.4908,8.0265
19249.2067,8.0349
19260.9226,8.0435
19272.6385,8.0520
19284.3544,8.0605
19296.0703,8.0690
19307.7862,8.0775
19319.5021,8.0860
19331.2180,8.0945
19342.9339,8.1030
19354.6497,8.1115
19366.3656,8.1199
19378.0815,8.1284
19389.7974,8.1370
19401.5133,8.1454
19413.2292,8.1538
19424.9451,8.1624
19436.6610,8.1708
19448.3769,8.1792
19460.0928,8.1877
19471.8086,8.1961
19483.5245,8.2045
19495.2404,8.2129
19506.9563,8.2213
19518.6722,8.2298
19530.3881,8.2382
19542.1040,8.2466
19553.8199,8.2551
19565.5358,8.2633
19577.2516,8.2718
19588.9675,8.2801
19600.6834,8.2885
19612.3993,8.2970
19624.1152,8.3052
19635.8311,8.3136
19647.5470,8.3221
19659.2629,8.3303
19670.9788,8.3388
19682.6947,8.3471
19694.4105,8.3555
19706.1264,8.3637
19717.8423,8.3721
19729.5582,8.3804
19741.2741,8.3888
19752.9900,8.3970
19764.7059,8.4053
19776.4218,8.4137
19788.1377,8.4220
19799.8536,8.4303
19811.5694,8.4385
19823.2853,8.4469
19835.0012,8.4550
19846.7171,8.4634
19858.4330,8.4715
19870.1489,8.4799
19881.8648,8.4882
19893.5807,8.4964
19905.2966,8.5046
19917.0124,8.5128
19928.7283,8.5212
19940.4442,8.5294
19952.1601,8.5376
19963.8760,8.5458
19975.5919,8.5542
19987.3078,8.5623
19999.0237,8.5705
20010.7396,8.5787
20022.4555,8.5869
20034.1713,8.5951
20045.8872,8.6033
20057.6031,8.6115
20069.3190,8.6196
20081.0349,8.6279
20092.7508,8.6361
20104.4667,8.6443
20116.1826,8.6523
20127.8985,8.6605
20139.6144,8.6687
20151.3302,8.6768
20163.0461,8.6850
20174.7620,8.6932
20186.4779,8.7012
20198.1938,8.7094
20209.9097,8.7176
20221.6256,8.7257
20233.3415,8.7338
20245.0574,8.7418
20256.7732,8.7500
20268.4891,8.7581
20280.2050,8.7662
20291.9209,8.7744
20303.6368,8.7824
20315.3527,8.7904
20327.0686,8.7986
20338.7845,8.8067
20350.5004,8.8148
20362.2163,8.8228
20373.9321,8.8310
20385.6480,8.8390
20397.3639,8.8470
20409.0798,8.8552
20420.7957,8.8633
20432.5116,8.8712
20444.2275,8.8795
20455.9434,8.8874
20467.6593,8.8955
20479.3752,8.9034
20491.0910,8.9116
20502.8069,8.9195
20514.5228,8.9276
20526.2387,8.9355
20537.9546,8.9436
20549.6705,8.9515
20561.3864,8.9596
20573.1023,8.9676
20584.8182,8.9756
20596.5340,8.9836
20608.2499,8.9916
20619.9658,8.9996
20631.6817,9.0076
20643.3976,9.0156
20655.1135,9.0236
20666.8294,9.0317
20678.5453,9.0396
20690.2612,9.0477
20701.9771,9.0556
20713.6929,9.0636
20725.4088,9.0716
20737.1247,9.0796
20748.8406,9.0876
20760.5565,9.0953
20772.2724,9.1033
20783.9883,9.1113
20795.7042,9.1193
20807.4201,9.1273
20819.1360,9.1352
20830.8518,9.1432
20842.5677,9.1512
20854.2836,9.1591
20865.9995,9.1671
20877.7154,9.1749
20889.4313,9.1829
20901.1472,9.1909
20912.8631,9.1988
20924.5790,9.2068
20936.2948,9.2146
20948.0107,9.2227
20959.7266,9.2306
20971.4425,9.2385
20983.1584,9.2465
20994.8743,9.2544
21006.5902,9.2624
21018.3061,9.2702
21030.0220,9.2781
21041.7379,9.2860
21053.4537,9.2939
21065.1696,9.3019
21076.8855,9.3098
21088.6014,9.3177
21100.3173,9.3257
21112.0332,9.3337
21123.7491,9.3415
21135.4650,9.3494
21147.1809,9.3574
21158.8968,9.3653
21170.6126,9.3732
21182.3285,9.3812
21194.0444,9.3892
21205.7603,9.3970
21217.4762,9.4049
21229.1921,9.4128
21240.9080,9.4208
21252.6239,9.4286
21264.3398,9.4367
21276.0557,9.4446
21287.7715,9.4526
21299.4874,9.4605
21311.2033,9.4684
21322.9192,9.4763
21334.6351,9.4843
21346.3510,9.4922
21358.0669,9.5001
21369.7828,9.5081
21381.4987,9.5160
21393.2145,9.5240
21404.9304,9.5319
21416.6463,9.5399
21428.3622,9.5478
21440.0781,9.5558
21451.7940,9.5637
21463.5099,9.5717
21475.2258,9.5797
21486.9417,9.5878
21498.6576,9.5956
21510.3734,9.6036
21522.0893,9.6116
21533.8052,9.6196
21545.5211,9.6275
21557.2370,9.6356
21568.9529,9.6436
21580.6688,9.6517
21592.3847,9.6595
21604.1006,9.6676
21615.8165,9.6757
21627.5323,9.6837
21639.2482,9.6917
21650.9641,9.6997
21662.6800,9.7078
21674.3959,9.7158
21686.1118,9.7239
21697.8277,9.7319
21709.5436,9.7399
21721.2595,9.7481
21732.9753,9.7562
21744.6912,9.7642
21756.4071,9.7723
21768.1230,9.7805
21779.8389,9.7885
21791.5548,9.7967
21803.2707,9.8049
21814.9866,9.8130
21826.7025,9.8212
21838.4184,9.8293
21850.1342,9.8374
21861.8501,9.8456
21873.5660,9.8538
21885.2819,9.8620
21896.9978,9.8702
21908.7137,9.8785
21920.4296,9.8867
21932.1455,9.8951
21943.8614,9.9032
21955.5773,9.9114
21967.2931,9.9198
21979.0090,9.9280
21990.7249,9.9363
22002.4408,9.9447
22014.1567,9.9531
22025.8726,9.9613
22037.5885,9.9697
22049.3044,9.9781
22061.0203,9.9866
22072.7361,9.9948
22084.4520,10.0033
22096.1679,10.0118
22107.8838,10.0203
22119.5997,10.0287
22131.3156,10.0372
22143.0315,10.0457
22154.7474,10.0543
22166.4633,10.0628
22178.1792,10.0713
22189.8950,10.0799
22201.6109,10.0886
22213.3268,10.0973
22225.0427,10.1058
22236.7586,10.1145
22248.4745,10.1232
22260.1904,10.1319
22271.9063,10.1407
22283.6222,10.1495
22295.3381,10.1582
22307.0539,10.1671
22318.7698,10.1759
22330.4857,10.1848
22342.2016,10.1937
22353.9175,10.2027
22365.6334,10.2116
22377.3493,10.2205
22389.0652,10.2295
22400.7811,10.2386
22412.4969,10.2476
22424.2128,10.2567
22435.9287,10.2660
22447.6446,10.2751
22459.3605,10.2842
22471.0764,10.2935
22482.7923,10.3028
22494.5082,10.3121
22506.2241,10.3215
22517.9400,10.3309
22529.6558,10.3402
22541.3717,10.3498
22553.0876,10.3593
22564.8035,10.3687
22576.5194,10.3784
22588.2353,10.3880
22599.9512,10.3976
22611.6671,10.4074
22623.3830,10.4171
22635.0989,10.4270
22646.8147,10.4368
22658.5306,10.4467
22670.2465,10.4567
22681.9624,10.4668
22693.6783,10.4768
22705.3942,10.4870
22717.1101,10.4973
22728.8260,10.5073
22740.5419,10.5177
22752.2577,10.5282
22763.9736,10.5386
22775.6895,10.5490
22787.4054,10.5597
22799.1213,10.5703
22810.8372,10.5809
22822.5531,10.5918
22834.2690,10.6026
22845.9849,10.6136
22857.7008,10.6245
22869.4166,10.6356
22881.1325,10.6468
22892.8484,10.6581
22904.5643,10.6694
22916.2802,10.6808
22927.9961,10.6922
22939.7120,10.7039
22951.4279,10.7156
22963.1438,10.7274
22974.8597,10.7393
22986.5755,10.7514
22998.2914,10.7634
23010.0073,10.7757
23021.7232,10.7880
23033.4391,10.8004
23045.1550,10.8129
23056.8709,10.8256
23068.5868,10.8386
23080.3027,10.8516
23092.0186,10.8647
23103.7344,10.8778
23115.4503,10.8912
23127.1662,10.9048
23138.8821,10.9184
23150.5980,10.9323
23162.3139,10.9463
23174.0298,10.9604
23185.7457,10.9748
23197.4616,10.9893
23209.1774,11.0040
23220.8933,11.0190
23232.6092,11.0341
23244.3251,11.0494
23256.0410,11.0650
23267.7569,11.0807
23279.4728,11.0966
23291.1887,11.1128
23302.9046,11.1294
23314.6205,11.1460
23326.3363,11.1631
23338.0522,11.1804
23349.7681,11.1980
23361.4840,11.2158
23373.1999,11.2340
23384.9158,11.2525
23396.6317,11.2713
23408.3476,11.2905
23420.0635,11.3101
23431.7794,11.3300
23443.4952,11.3504
23455.2111,11.3713
23466.9270,11.3925
23478.6429,11.4143
23490.3588,11.4366
23502.0747,11.4592
23513.7906,11.4826
23525.5065,11.5066
23537.2224,11.5309
23548.9382,11.5559
23560.6541,11.5818
23572.3700,11.6084
23584.0859,11.6357
23595.8018,11.6638
23607.5177,11.6929
23619.2336,11.7229
23630.9495,11.7538
23642.6654,11.7860
23654.3813,11.8191
23666.0971,11.8537
23677.8130,11.8895
23689.5289,11.9270
23701.2448,11.9660
23712.9607,12.0068
23724.6766,12.0497
23736.3925,12.0949
23748.1084,12.1425
23759.8243,12.1932
23771.5402,12.2471
23783.2560,12.3048
23794.9719,12.3666
23806.6878,12.4327
23818.4037,12.5032
23830.1196,12.5775
23841.8355,12.6550
23853.5514,12.7341
23865.2673,12.8131
23876.9832,12.8892
23888.6990,12.9595
23900.4149,13.0209
23912.1308,13.0698
23923.8467,13.1024
23935.5626,13.1157
23947.2785,13.1066
23958.9944,13.0728
23970.7103,13.0124
23982.4262,12.9244
23994.1421,12.8086
24005.8579,12.6656
24017.5738,12.4972
24029.2897,12.3057
24041.0056,12.0947
24052.7215,11.8682
24064.4374,11.6311
24076.1533,11.3884
24087.8692,11.1452
24099.5851,10.9066
24111.3010,10.6767
24123.0168,10.4588
24134.7327,10.2554
24146.4486,10.0674
24158.1645,9.8951
24169.8804,9.7375
24181.5963,9.5935
24193.3122,9.4612
24205.0281,9.3391
24216.7440,9.2254
24228.4598,9.1188
24240.1757,9.0181
24251.8916,8.9225
24263.6075,8.8312
24275.3234,8.7438
24287.0393,8.6599
24298.7552,8.5790
24310.4711,8.5011
24322.1870,8.4258
24333.9029,8.3528
24345.6187,8.2822
24357.3346,8.2136
24369.0505,8.1469
24380.7664,8.0821
24392.4823,8.0190
24404.1982,7.9575
24415.9141,7.8975
24427.6300,7.8389
24439.3459,7.7817
24451.0618,7.7257
24462.7776,7.6710
24474.4935,7.6174
24486.2094,7.5649
24497.9253,7.5135
24509.6412,7.4631
24521.3571,7.4136
24533.0730,7.3651
24544.7889,7.3174
24556.5048,7.2706
24568.2206,7.2246
24579.9365,7.1794
24591.6524,7.1349
24603.3683,7.0912
24615.0842,7.0481
24626.8001,7.0057
24638.5160,6.9640
24650.2319,6.9229
24661.9478,6.8824
24673.6637,6.8425
24685.3795,6.8032
24697.0954,6.7644
24708.8113,6.7261
24720.5272,6.6883
24732.2431,6.6511
24743.9590,6.6143
24755.6749,6.5780
24767.3908,6.5422
24779.1067,6.5068
24790.8226,6.4718
24802.5384,6.4373
24814.2543,6.4032
24825.9702,6.3695
24837.6861,6.3361
24849.4020,6.3032
24861.1179,6.2706
24872.8338,6.2384
24884.5497,6.2065
24896.2656,6.1749
24907.9814,6.1438
24919.6973,6.1129
24931.4132,6.0823
24943.1291,6.0521
24954.8450,6.0222
24966.5609,5.9925
24978.2768,5.9632
24989.9927,5.9341
25001.7086,5.9053
25013.4245,5.8768
25025.1403,5.8486
25036.8562,5.8206
25048.5721,5.7929
25060.2880,5.7654
25072.0039,5.7382
25083.7198,5.7112
25095.4357,5.6845
25107.1516,5.6580
25118.8675,5.6317
25130.5834,5.6057
25142.2992,5.5798
25154.0151,5.5542
25165.7310,5.5288
25177.4469,5.5036
25189.1628,5.4786
25200.8787,5.4538
25212.5946,5.4292
25224.3105,5.4048
25236.0264,5.3806
25247.7423,5.3565
25259.4581,5.3327
25271.1740,5.3090
25282.8899,5.2855
25294.6058,5.2622
25306.3217,5.2391
25318.0376,5.2161
25329.7535,5.1933
25341.4694,5.1707
25353.1853,5.1482
25364.9011,5.1259
25376.6170,5.1037
25388.3329,5.0817
25400.0488,5.0598
25411.7647,5.0381
25423.4806,5.0166
25435.1965,4.9951
25446.9124,4.9739
25458.6283,4.9527
25470.3442,4.9317
25482.0600,4.9109
25493.7759,4.8902
25505.4918,4.8696
25517.2077,4.8491
25528.9236,4.8288
25540.6395,4.8086
25552.3554,4.7885
25564.0713,4.7685
25575.7872,4.7487
25587.5031,4.7290
25599.2189,4.7094
25610.9348,4.6899
25622.6507,4.6706
25634.3666,4.6514
25646.0825,4.6322
25657.7984,4.6132
25669.5143,4.5943
25681.2302,4.5755
25692.9461,4.5568
25704.6619,4.5382
25716.3778,4.5198
25728.0937,4.5014
25739.8096,4.4831
25751.5255,4.4649
25763.2414,4.4469
25774.9573,4.4289
25786.6732,4.4110
25798.3891,4.3932
25810.1050,4.3756
25821.8208,4.3580
25833.5367,4.3405
25845.2526,4.3231
25856.9685,4.3058
25868.6844,4.2886
25880.4003,4.2714
25892.1162,4.2544
25903.8321,4.2374
25915.5480,4.2206
25927.2639,4.2038
25938.9797,4.1871
25950.6956,4.1705
25962.4115,4.1539
25974.1274,4.1375
25985.8433,4.1211
25997.5592,4.1048
26009.2751,4.0886
26020.9910,4.0725
26032.7069,4.0564
26044.4227,4.0404
26056.1386,4.0245
26067.8545,4.0087
26079.5704,3.9929
26091.2863,3.9773
26103.0022,3.9617
26114.7181,3.9461
26126.4340,3.9307
26138.1499,3.9153
26149.8658,3.8999
26161.5816,3.8847
26173.2975,3.8695
26185.0134,3.8544
26196.7293,3.8393
26208.4452,3.8244
26220.1611,3.8094
26231.8770,3.7946
26243.5929,3.7798
26255.3088,3.7651
26267.0247,3.7504
26278.7405,3.7359
26290.4564,3.7213
26302.1723,3.7069
26313.8882,3.6924
26325.6041,3.6781
26337.3200,3.6638
26349.0359,3.6496
26360.7518,3.6354
26372.4677,3.6213
26384.1835,3.6073
26395.8994,3.5933
26407.6153,3.5793
26419.3312,3.5655
26431.0471,3.5516
26442.7630,3.5379
26454.4789,3.5242
26466.1948,3.5105
26477.9107,3.4969
26489.6266,3.4834
26501.3424,3.4699
26513.0583,3.4565
26524.7742,3.4431
26536.4901,3.4297
26548.2060,3.4165
26559.9219,3.4032
26571.6378,3.3900
26583.3537,3.3769
26595.0696,3.3638
26606.7855,3.3508
26618.5013,3.3378
26630.2172,3.3249
26641.9331,3.3120
26653.6490,3.2992
26665.3649,3.2864
26677.0808,3.2737
26688.7967,3.2610
26700.5126,3.2483
26712.2285,3.2357
26723.9443,3.2232
26735.6602,3.2107
26747.3761,3.1982
26759.0920,3.1858
26770.8079,3.1734
26782.5238,3.1611
26794.2397,3.1488
26805.9556,3.1366
26817.6715,3.1244
26829.3874,3.1123
26841.1032,3.1001
26852.8191,3.0881
26864.5350,3.0761
26876.2509,3.0641
26887.9668,3.0521
26899.6827,3.0402
26911.3986,3.0284
26923.1145,3.0166
26934.8304,3.0048
26946.5463,2.9930
26958.2621,2.9813
26969.9780,2.9697
26981.6939,2.9581
26993.4098,2.9465
27005.1257,2.9350
27016.8416,2.9235
27028.5575,2.9120
27040.2734,2.9006
27051.9893,2.8892
27063.7052,2.8778
27075.4210,2.8665
27087.1369,2.8552
27098.8528,2.8440
27110.5687,2.8328
27122.2846,2.8216
27134.0005,2.8105
27145.7164,2.7994
27157.4323,2.7883
27169.1482,2.7773
27180.8640,2.7663
27192.5799,2.7554
27204.2958,2.7445
27216.0117,2.7336
27227.7276,2.7227
27239.4435,2.7119
27251.1594,2.7011
27262.8753,2.6904
27274.5912,2.6797
27286.3071,2.6690
27298.0229,2.6583
27309.7388,2.6477
27321.4547,2.6371
27333.1706,2.6266
27344.8865,2.6160
27356.6024,2.6056
27368.3183,2.5951
27380.0342,2.5847
27391.7501,2.5743
27403.4660,2.5639
27415.1818,2.5536
27426.8977,2.5433
27438.6136,2.5330
27450.3295,2.5228
27462.0454,2.5126
27473.7613,2.5024
27485.4772,2.4922
27497.1931,2.4821
27508.9090,2.4720
27520.6248,2.4620
27532.3407,2.4519
27544.0566,2.4419
27555.7725,2.4320
27567.4884,2.4220
27579.2043,2.4121
27590.9202,2.4022
27602.6361,2.3923
27614.3520,2.3825
27626.0679,2.3727
27637.7837,2.3629
27649.4996,2.3532
27661.2155,2.3435
27672.9314,2.3338
27684.6473,2.3241
27696.3632,2.3145
27708.0791,2.3048
27719.7950,2.2953
27731.5109,2.2857
27743.2268,2.2762
27754.9426,2.2667
27766.6585,2.2572
27778.3744,2.2477
27790.0903,2.2383
27801.8062,2.2289
27813.5221,2.2195
27825.2380,2.2101
27836.9539,2.2008
27848.6698,2.1915
27860.3856,2.1822
27872.1015,2.1730
27883.8174,2.1638
27895.5333,2.1545
27907.2492,2.1454
27918.9651,2.1362
27930.6810,2.1271
27942.3969,2.1180
27954.1128,2.1089
27965.8287,2.0998
27977.5445,2.0908
27989.2604,2.0818
28000.9763,2.0728
28012.6922,2.0638
28024.4081,2.0549
28036.1240,2.0460
28047.8399,2.0371
28059.5558,2.0282
28071.2717,2.0194
28082.9876,2.0105
28094.7034,2.0017
28106.4193,1.9929
28118.1352,1.9842
28129.8511,1.9754
28141.5670,1.9667
28153.2829,1.9580
28164.9988,1.9494
28176.7147,1.9407
28188.4306,1.9321
28200.1464,1.9235
28211.8623,1.9149
28223.5782,1.9063
28235.2941,1.8978
28247.0100,1.8893
28258.7259,1.8808
28270.4418,1.8723
28282.1577,1.8638
28293.8736,1.8554
28305.5895,1.8470
28317.3053,1.8386
28329.0212,1.8302
28340.7371,1.8219
28352.4530,1.8135
28364.1689,1.8052
28375.8848,1.7969
28387.6007,1.7886
28399.3166,1.7804
28411.0325,1.7721
28422.7484,1.7639
28434.4642,1.7557
28446.1801,1.7476
28457.8960,1.7394
28469.6119,1.7313
28481.3278,1.7232
28493.0437,1.7151
28504.7596,1.7070
28516.4755,1.6989
28528.1914,1.6909
28539.9072,1.6829
28551.6231,1.6748
28563.3390,1.6669
28575.0549,1.6589
28586.7708,1.6510
28598.4867,1.6430
28610.2026,1.6351
28621.9185,1.6272
28633.6344,1.6193
28645.3503,1.6115
28657.0661,1.6037
28668.7820,1.5958
28680.4979,1.5880
28692.2138,1.5802
28703.9297,1.5725
28715.6456,1.5647
28727.3615,1.5570
28739.0774,1.5493
28750.7933,1.5416
28762.5092,1.5339
28774.2250,1.5262
28785.9409,1.5186
28797.6568,1.5110
28809.3727,1.5034
28821.0886,1.4958
28832.8045,1.4882
28844.5204,1.4806
28856.2363,1.4731
28867.9522,1.4656
28879.6680,1.4581
28891.3839,1.4506
28903.0998,1.4431
28914.8157,1.4356
28926.5316,1.4282
28938.2475,1.4208
28949.9634,1.4134
28961.6793,1.4060
28973.3952,1.3986
28985.1111,1.3912
28996.8269,1.3839
29008.5428,1.3766
29020.2587,1.3692
29031.9746,1.3619
29043.6905,1.3547
29055.4064,1.3474
29067.1223,1.3401
29078.8382,1.3329
29090.5541,1.3257
29102.2700,1.3185
29113.9858,1.3113
29125.7017,1.3041
29137.4176,1.2970
29149.1335,1.2898
29160.8494,1.2827
29172.5653,1.2756
29184.2812,1.2685
29195.9971,1.2614
29207.7130,1.2543
29219.4289,1.2473
29231.1447,1.2402
29242.8606,1.2332
29254.5765,1.2262
29266.2924,1.2192
29278.0083,1.2122
29289.7242,1.2053
29301.4401,1.1983
29313.1560,1.1914
29324.8719,1.1845
29336.5877,1.1776
29348.3036,1.1707
29360.0195,1.1638
29371.7354,1.1569
29383.4513,1.1501
29395.1672,1.1432
29406.8831,1.1364
29418.5990,1.1296
29430.3149,1.1228
29442.0308,1.1160
29453.7466,1.1093
29465.4625,1.1025
29477.1784,1.0958
29488.8943,1.0890
29500.6102,1.0823
29512.3261,1.0756
29524.0420,1.0689
29535.7579,1.0623
29547.4738,1.0556
29559.1897,1.0490
29570.9055,1.0423
29582.6214,1.0357
29594.3373,1.0291
29606.0532,1.0225
29617.7691,1.0159
29629.4850,1.0094
29641.2009,1.0028
29652.9168,0.9963
29664.6327,0.9898
29676.3485,0.9832
